team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner
Argentina,ARG,CONMEBOL,5,1991.6,7,0,3,0.749,1.96,0.99,3,17.9,0.452,89.8,3,765.0,53,11,8.1,63.7,87.6,0,6.9,0.67,1
Iran,IRN,AFC,28,1460.7,3,7,0,0.367,1.28,1.81,1,8.2,0.353,71.7,0,309.0,29,3,2.7,42.1,71.9,0,11.4,0.38,0
Chile,CHI,CONMEBOL,34,1584.4,4,6,0,0.333,1.26,1.6,1,7.7,0.279,70.9,2,282.0,35,3,3.9,46.5,71.6,0,7.9,0.57,0
Colombia,COL,CONMEBOL,11,1807.6,8,1,1,0.694,1.78,0.82,2,16.3,0.417,79.7,4,720.0,46,12,5.8,57.3,80.8,0,6.1,0.65,0
Serbia,SRB,UEFA,34,1627.5,4,4,2,0.419,1.68,1.0,4,12.6,0.31,75.3,2,411.0,45,13,6.4,46.4,81.9,0,6.2,0.64,0
England,ENG,UEFA,3,1827.7,9,2,0,0.717,1.87,0.45,6,16.7,0.438,88.8,3,1044.0,50,10,7.5,56.1,87.0,0,7.8,0.57,1
Egypt,EGY,CAF,42,1577.6,3,5,2,0.315,0.65,1.41,0,10.5,0.249,71.6,0,206.0,18,1,2.5,46.4,77.1,0,9.2,0.33,0
Wales,WAL,UEFA,36,1491.7,2,7,1,0.418,1.3,1.81,0,10.8,0.265,77.0,1,266.0,28,1,5.5,48.4,76.1,0,6.3,0.7,0
China,CHN,AFC,37,1508.8,1,6,3,0.286,0.61,1.64,2,9.6,0.255,76.1,0,372.0,21,8,5.0,46.9,72.7,0,9.3,0.51,0
Qatar,QAT,AFC,42,1508.6,2,4,4,0.269,1.13,1.43,0,8.1,0.266,74.2,0,233.0,30,5,3.7,49.6,74.9,0,10.0,0.49,0
Chile,CHI,CONMEBOL,43,1545.7,2,4,4,0.381,0.72,2.05,1,7.3,0.232,70.8,2,227.0,15,5,4.8,43.5,73.9,0,4.8,0.57,0
Brazil,BRA,CONMEBOL,6,1881.0,6,1,3,0.771,1.91,0.74,6,19.1,0.48,84.8,3,794.0,52,11,8.6,65.5,91.6,0,4.5,0.73,1
Nigeria,NGA,CAF,37,1459.6,4,5,1,0.345,1.07,2.12,0,9.4,0.275,70.0,0,327.0,26,9,5.4,42.2,76.1,0,8.8,0.53,0
Italy,ITA,UEFA,10,1687.7,7,2,1,0.675,1.64,0.71,3,14.9,0.468,81.2,2,789.0,50,19,6.5,52.5,81.8,0,8.6,0.57,0
Egypt,EGY,CAF,40,1572.2,1,7,2,0.382,0.78,1.88,0,8.2,0.346,75.3,0,309.0,16,3,4.9,48.8,71.0,0,7.5,0.42,1
Qatar,QAT,AFC,50,1452.5,1,5,4,0.36,0.6,1.68,1,9.9,0.223,76.2,2,346.0,15,1,2.7,41.1,71.6,0,13.1,0.55,1
Wales,WAL,UEFA,48,1538.6,4,4,2,0.391,0.64,1.52,2,10.9,0.292,76.5,0,374.0,27,1,2.2,49.4,76.1,0,6.9,0.48,0
Qatar,QAT,AFC,33,1543.8,1,5,4,0.42,0.71,1.79,2,6.6,0.285,75.9,0,250.0,15,5,4.6,46.4,70.5,0,8.2,0.49,0
Netherlands,NED,UEFA,9,1676.0,6,2,2,0.622,2.19,0.93,4,12.9,0.364,83.0,3,506.0,50,11,6.8,61.2,85.3,0,5.6,0.45,0
Saudi Arabia,KSA,AFC,48,1503.3,3,7,0,0.22,0.98,1.36,1,10.0,0.359,72.6,1,231.0,26,2,5.2,41.3,78.2,0,13.3,0.48,0
Argentina,ARG,CONMEBOL,8,1915.0,9,0,1,0.837,2.67,0.99,4,15.7,0.457,83.7,5,869.0,61,8,7.9,67.0,92.5,0,6.5,0.74,1
Ukraine,UKR,UEFA,31,1575.8,4,6,0,0.273,0.82,2.05,0,6.1,0.301,73.8,0,277.0,17,4,2.7,41.5,76.8,0,5.7,0.53,0
Wales,WAL,UEFA,45,1451.4,3,5,2,0.304,0.99,1.68,0,7.1,0.292,71.8,0,318.0,25,2,3.3,44.1,74.5,0,8.4,0.73,1
Germany,DEU,UEFA,8,1724.4,8,2,0,0.64,1.93,0.72,3,15.5,0.4,85.1,3,545.0,47,7,5.9,58.2,82.3,0,8.5,0.46,0
Costa Rica,CRC,CONCACAF,46,1499.1,2,5,3,0.302,1.03,2.08,2,6.3,0.248,70.1,0,257.0,26,10,3.5,49.8,76.0,0,2.4,0.89,0
Switzerland,SUI,UEFA,29,1595.9,4,5,1,0.409,1.04,1.12,1,11.6,0.368,77.5,3,313.0,35,4,4.9,49.4,80.0,0,8.2,0.58,1
Belgium,BEL,UEFA,8,1723.4,5,3,2,0.596,2.04,0.63,4,13.5,0.388,84.7,4,772.0,40,15,7.1,50.6,82.4,0,7.7,0.49,1
Saudi Arabia,KSA,AFC,39,1594.4,2,7,1,0.435,0.71,2.05,2,9.1,0.233,70.7,0,258.0,29,6,3.6,41.1,80.0,0,13.3,0.32,0
Germany,DEU,UEFA,17,1762.5,6,2,2,0.663,1.68,0.7,3,15.0,0.357,82.9,3,816.0,41,18,6.2,59.2,82.6,0,8.9,0.72,0
Brazil,BRA,CONMEBOL,3,1976.9,8,1,1,0.702,1.82,0.42,7,16.1,0.462,83.1,3,1055.0,44,10,9.1,57.9,92.8,0,7.1,0.66,1
Spain,ESP,UEFA,2,1903.2,7,1,2,0.692,2.26,0.95,6,18.4,0.446,85.4,3,1161.0,64,23,9.5,56.2,85.6,0,7.7,0.7,1
Italy,ITA,UEFA,12,1735.2,7,2,1,0.673,1.56,0.75,5,16.0,0.403,80.6,3,535.0,54,17,7.8,59.9,86.1,0,6.5,0.69,0
Wales,WAL,UEFA,39,1410.6,1,7,2,0.21,1.06,1.65,1,10.0,0.258,73.3,2,279.0,33,9,4.5,49.1,77.7,0,6.4,0.5,0
New Zealand,NZL,OFC,31,1451.4,2,6,2,0.435,0.62,1.21,2,7.7,0.283,74.0,1,223.0,15,10,2.2,43.3,75.6,0,13.7,0.48,0
Netherlands,NED,UEFA,13,1773.0,8,3,0,0.621,2.08,0.74,3,16.3,0.408,83.1,3,504.0,37,8,6.7,59.0,82.5,0,8.2,0.68,0
Poland,POL,UEFA,21,1543.7,4,5,1,0.525,1.48,0.89,2,13.9,0.38,76.9,3,472.0,33,14,5.5,51.5,84.9,0,7.7,0.75,1
Colombia,COL,CONMEBOL,6,1790.1,6,2,2,0.631,2.03,0.68,4,14.0,0.475,82.8,3,800.0,44,17,7.4,54.5,80.2,0,5.2,0.78,1
China,CHN,AFC,31,1420.6,4,7,0,0.377,0.9,2.07,1,8.0,0.33,76.7,1,288.0,31,9,5.3,40.9,78.1,0,8.6,0.65,0
South Korea,KOR,AFC,17,1716.1,3,4,3,0.408,1.07,0.8,1,9.0,0.327,76.4,1,407.0,41,15,5.0,48.6,76.4,0,12.2,0.34,0
Algeria,ALG,CAF,40,1457.9,4,7,0,0.371,0.5,2.13,0,7.9,0.313,71.8,0,211.0,16,7,2.6,41.7,70.2,0,9.2,0.36,0
Argentina,ARG,CONMEBOL,2,1956.9,7,2,1,0.83,2.15,0.73,4,19.9,0.514,86.0,5,857.0,46,12,7.3,55.6,88.3,0,6.6,0.73,1
New Zealand,NZL,OFC,32,1518.2,3,6,1,0.398,1.14,1.92,1,9.1,0.278,76.0,0,377.0,22,5,2.3,41.8,70.2,0,14.1,0.35,0
Spain,ESP,UEFA,6,1888.8,6,1,3,0.754,2.54,0.71,3,16.4,0.404,85.3,3,713.0,58,14,9.4,65.4,94.0,0,7.7,0.72,1
New Zealand,NZL,OFC,32,1504.2,4,7,0,0.354,1.02,1.23,0,6.1,0.287,71.4,0,239.0,26,1,2.7,41.8,74.2,0,12.5,0.47,0
Netherlands,NED,UEFA,15,1680.9,7,3,0,0.581,1.67,0.93,2,12.3,0.457,79.9,2,796.0,41,19,7.7,57.4,84.3,0,8.1,0.59,1
Argentina,ARG,CONMEBOL,1,1906.7,9,0,1,0.655,1.81,0.93,6,19.2,0.415,86.1,5,1117.0,49,24,7.6,59.1,90.3,0,4.2,0.59,1
Mexico,MEX,CONCACAF,13,1643.2,3,5,2,0.524,1.08,0.91,4,12.4,0.373,77.8,2,366.0,34,13,4.7,51.3,80.1,1,0.9,0.87,1
Ghana,GHA,CAF,39,1540.6,1,4,5,0.223,0.98,1.29,2,9.7,0.245,70.5,1,264.0,30,5,2.1,49.3,75.4,0,8.8,0.31,0
Italy,ITA,UEFA,7,1731.4,8,2,0,0.682,1.86,1.06,4,13.9,0.412,83.4,3,455.0,38,12,8.1,61.8,81.3,0,5.8,0.63,1
Serbia,SRB,UEFA,14,1573.4,5,4,1,0.483,1.19,0.94,1,11.7,0.331,78.1,1,420.0,32,3,6.4,52.4,81.9,0,6.8,0.73,1
Japan,JPN,AFC,34,1650.8,6,2,2,0.561,1.7,0.98,3,10.5,0.373,80.7,3,316.0,42,14,4.2,55.0,81.8,0,11.1,0.57,0
Uruguay,URU,CONMEBOL,16,1817.0,7,1,2,0.68,1.47,0.91,3,16.7,0.361,84.6,2,637.0,35,8,6.5,55.1,80.2,0,7.5,0.69,0
Senegal,SEN,CAF,28,1631.2,4,5,1,0.585,1.62,1.12,3,12.4,0.338,75.8,1,395.0,27,6,5.1,46.8,82.9,0,9.6,0.28,0
Portugal,POR,UEFA,9,1772.4,8,1,1,0.566,1.71,0.84,2,14.7,0.392,80.0,2,638.0,46,5,7.3,58.1,86.6,0,6.6,0.6,0
Canada,CAN,CONCACAF,40,1471.5,1,4,5,0.301,1.04,1.27,2,7.4,0.256,74.6,2,374.0,34,7,2.3,44.9,72.0,1,2.9,0.81,1
Brazil,BRA,CONMEBOL,2,1795.4,8,0,2,0.782,2.09,0.53,4,18.6,0.533,84.6,3,1102.0,62,9,9.3,61.7,93.5,0,4.0,0.65,1
Egypt,EGY,CAF,49,1480.5,3,5,2,0.379,1.19,1.35,0,8.0,0.316,70.4,0,228.0,23,7,5.2,49.9,72.3,0,10.8,0.54,0
South Korea,KOR,AFC,22,1628.1,5,4,1,0.404,1.42,0.99,4,10.3,0.352,77.3,2,316.0,25,8,5.2,48.2,83.0,0,10.7,0.51,1
Ghana,GHA,CAF,44,1489.8,1,7,2,0.347,0.83,1.85,2,10.8,0.29,70.8,0,281.0,34,7,3.4,49.5,79.7,0,7.0,0.52,1
Nigeria,NGA,CAF,42,1530.8,2,5,3,0.437,0.61,1.7,1,6.2,0.244,73.5,2,328.0,33,5,5.2,50.0,78.8,0,8.6,0.46,0
Austria,AUT,UEFA,21,1644.8,6,3,1,0.459,1.0,1.06,3,11.9,0.357,78.0,1,499.0,30,11,5.9,53.2,83.6,0,7.7,0.51,0
Croatia,CRO,UEFA,9,1783.7,7,3,0,0.555,1.61,1.14,5,13.6,0.448,80.5,2,827.0,46,16,7.4,58.0,86.6,0,6.7,0.5,1
France,FRA,UEFA,5,1910.0,9,2,0,0.706,2.03,0.84,6,17.0,0.422,83.7,5,1166.0,58,9,9.2,57.6,93.3,0,6.4,0.51,1
Austria,AUT,UEFA,18,1504.3,3,3,4,0.451,1.17,1.21,1,13.0,0.315,76.8,1,522.0,31,13,5.7,49.5,76.3,0,8.9,0.52,0
Italy,ITA,UEFA,12,1652.9,6,3,1,0.565,1.93,1.14,2,14.5,0.432,81.5,3,650.0,52,5,6.0,59.2,83.4,0,5.6,0.62,1
Italy,ITA,UEFA,13,1657.3,8,1,1,0.618,2.08,0.81,2,13.5,0.361,84.3,4,681.0,37,11,5.8,61.9,80.7,0,8.5,0.54,1
Turkey,TUR,UEFA,39,1531.1,2,5,3,0.436,0.53,1.7,0,10.0,0.33,70.1,0,354.0,16,4,4.6,49.3,74.4,0,5.2,0.73,0
Ghana,GHA,CAF,41,1598.9,1,6,3,0.344,1.0,1.71,1,10.2,0.33,75.8,2,325.0,22,3,3.6,46.9,77.2,0,7.9,0.28,0
Belgium,BEL,UEFA,17,1797.1,5,2,3,0.556,1.66,1.09,3,12.0,0.358,82.0,3,783.0,46,11,7.3,56.0,89.4,0,7.1,0.55,1
Belgium,BEL,UEFA,6,1759.2,7,2,1,0.667,1.49,0.69,3,15.7,0.451,85.1,3,458.0,51,13,8.4,57.2,81.1,0,8.4,0.7,1
Colombia,COL,CONMEBOL,15,1720.9,8,3,0,0.568,1.56,0.69,5,12.4,0.466,81.7,3,752.0,38,16,5.8,53.8,82.7,0,4.9,0.76,1
Colombia,COL,CONMEBOL,18,1798.3,8,2,0,0.681,2.1,0.62,3,16.3,0.429,85.0,4,658.0,43,15,3.2,56.7,85.9,0,6.9,0.69,1
Belgium,BEL,UEFA,13,1774.9,8,2,0,0.659,1.67,1.05,2,15.9,0.409,83.3,4,600.0,46,20,8.0,57.1,82.0,0,6.4,0.59,1
England,ENG,UEFA,1,1862.3,9,1,0,0.658,2.05,0.81,4,17.4,0.48,85.8,3,949.0,62,8,7.9,59.8,85.5,0,6.0,0.47,1
Mexico,MEX,CONCACAF,30,1524.8,6,5,0,0.504,1.27,1.2,2,10.8,0.315,74.3,2,323.0,43,11,4.1,50.7,80.8,1,2.3,0.86,1
Algeria,ALG,CAF,45,1451.4,4,4,2,0.322,0.91,1.63,1,8.6,0.335,73.8,1,351.0,22,7,3.0,43.6,77.1,0,8.2,0.42,1
Austria,AUT,UEFA,17,1555.7,3,5,2,0.473,1.6,0.99,1,11.1,0.362,76.6,3,466.0,36,9,4.1,55.3,82.5,0,8.2,0.67,0
Peru,PER,CONMEBOL,49,1596.0,4,6,0,0.295,0.53,1.3,1,9.5,0.292,76.1,0,216.0,18,2,4.0,47.9,77.2,0,4.5,0.62,0
Serbia,SRB,UEFA,23,1618.8,5,5,0,0.525,1.39,1.08,3,13.7,0.403,80.2,2,378.0,31,15,6.9,54.8,80.8,0,7.8,0.73,0
Belgium,BEL,UEFA,18,1698.3,6,1,3,0.662,1.66,0.89,3,16.7,0.419,83.2,3,655.0,40,7,6.8,56.1,88.3,0,8.1,0.51,0
Morocco,MAR,CAF,26,1633.1,3,5,2,0.511,1.08,1.45,2,10.8,0.415,79.7,1,410.0,32,3,4.4,47.9,75.3,0,10.1,0.44,0
Brazil,BRA,CONMEBOL,8,1903.9,9,2,0,0.688,1.97,0.51,4,16.8,0.549,84.6,3,1177.0,64,22,8.4,62.2,89.8,0,4.8,0.76,0
Belgium,BEL,UEFA,8,1757.9,8,2,0,0.619,1.53,1.02,3,16.0,0.426,85.4,2,768.0,37,7,5.6,54.0,89.1,0,8.4,0.49,1
Mexico,MEX,CONCACAF,35,1681.0,5,4,1,0.481,1.62,1.07,1,9.6,0.312,79.3,3,386.0,34,10,5.1,45.2,80.0,1,2.2,0.78,0
Senegal,SEN,CAF,25,1559.1,4,2,4,0.408,1.44,0.97,4,10.1,0.397,79.3,2,301.0,32,8,4.8,53.5,78.3,0,7.7,0.48,0
Sweden,SWE,UEFA,25,1548.3,6,2,2,0.533,1.27,1.3,1,13.9,0.377,75.9,2,518.0,28,8,6.5,54.0,83.4,0,7.6,0.63,1
Switzerland,SUI,UEFA,33,1698.5,3,3,4,0.508,1.06,0.82,1,11.5,0.402,77.5,1,304.0,26,14,6.6,49.4,78.5,0,7.9,0.62,0
USA,USA,CONCACAF,28,1708.5,3,4,3,0.442,1.62,1.23,2,11.3,0.309,80.8,3,312.0,38,8,6.4,52.7,79.4,1,2.3,0.8,1
Germany,DEU,UEFA,13,1735.0,7,2,1,0.653,2.1,0.79,3,16.3,0.365,81.4,4,779.0,55,14,7.0,57.0,87.4,0,5.8,0.48,1
Switzerland,SUI,UEFA,30,1676.6,4,3,3,0.558,1.41,1.35,4,13.3,0.31,79.4,3,324.0,35,5,5.2,54.6,75.1,0,6.2,0.62,0
Peru,PER,CONMEBOL,48,1516.0,3,6,1,0.382,0.8,1.21,2,8.7,0.238,73.7,2,324.0,17,1,3.1,40.1,73.0,0,4.2,0.7,1
Saudi Arabia,KSA,AFC,44,1422.1,1,7,2,0.36,1.12,1.34,1,8.6,0.349,73.8,2,268.0,27,9,4.7,42.9,74.3,0,13.0,0.59,0
Spain,ESP,UEFA,5,1933.2,9,1,0,0.793,1.97,0.46,6,14.1,0.49,86.9,4,862.0,59,11,9.7,58.7,88.5,0,5.3,0.65,0
Argentina,ARG,CONMEBOL,2,1930.4,6,0,4,0.813,2.75,0.96,6,15.7,0.525,85.2,3,1045.0,40,13,8.8,63.4,85.8,0,5.5,0.72,1
Japan,JPN,AFC,26,1576.7,4,5,1,0.514,1.41,0.95,3,13.8,0.326,77.6,2,535.0,38,14,8.4,55.5,75.3,0,8.2,0.51,1
Poland,POL,UEFA,28,1637.2,5,5,0,0.528,1.19,0.95,4,10.6,0.373,80.6,3,335.0,37,14,6.9,46.9,82.3,0,8.9,0.5,0
Italy,ITA,UEFA,13,1656.1,7,1,2,0.586,1.63,1.07,3,13.7,0.364,80.0,3,630.0,46,12,5.8,58.4,83.1,0,8.7,0.52,0
Costa Rica,CRC,CONCACAF,45,1517.4,3,7,0,0.346,0.7,1.86,2,7.7,0.307,76.2,0,348.0,32,1,2.4,40.6,73.8,0,1.3,0.88,0
Cameroon,CMR,CAF,36,1402.8,1,5,4,0.401,0.64,1.61,1,9.8,0.312,73.1,1,333.0,31,6,4.5,43.8,73.4,0,8.0,0.37,1
Austria,AUT,UEFA,20,1670.3,4,5,1,0.449,1.11,1.4,1,10.2,0.408,74.7,1,505.0,29,8,4.5,55.1,77.8,0,6.9,0.73,1
Germany,DEU,UEFA,8,1719.4,7,1,2,0.568,1.93,0.77,4,16.0,0.469,83.2,3,767.0,51,12,6.5,51.6,86.7,0,8.1,0.61,1
Spain,ESP,UEFA,8,1990.0,9,1,0,0.754,2.36,0.97,6,19.5,0.54,84.9,3,828.0,42,16,8.8,56.5,89.1,0,7.3,0.57,1
Brazil,BRA,CONMEBOL,4,1907.6,8,1,1,0.751,2.13,0.7,3,14.4,0.537,83.1,5,925.0,57,21,7.8,55.1,86.1,0,6.6,0.63,0
Portugal,POR,UEFA,8,1783.8,7,1,2,0.683,1.57,1.03,4,16.6,0.415,85.8,2,796.0,48,6,6.2,57.8,81.5,0,6.9,0.46,1
Switzerland,SUI,UEFA,21,1657.1,3,5,2,0.433,1.24,1.19,2,9.9,0.315,75.0,3,503.0,29,8,5.3,53.0,81.2,0,6.6,0.68,0
Turkey,TUR,UEFA,48,1453.1,2,7,1,0.368,1.01,2.13,0,9.2,0.268,75.5,2,240.0,26,3,2.8,49.9,75.8,0,8.7,0.49,0
France,FRA,UEFA,6,1946.2,8,2,0,0.815,2.07,0.51,5,17.2,0.477,83.8,2,905.0,43,24,9.7,55.5,85.5,0,5.4,0.65,1
Colombia,COL,CONMEBOL,8,1743.1,6,1,3,0.637,1.86,1.16,2,13.6,0.368,80.7,2,530.0,38,6,7.5,56.7,87.4,0,6.5,0.8,0
Poland,POL,UEFA,21,1693.1,5,5,0,0.492,1.26,1.05,4,12.6,0.404,77.3,3,398.0,44,5,5.4,50.9,81.6,0,6.6,0.72,1
Spain,ESP,UEFA,6,1814.2,9,2,0,0.796,2.61,0.92,4,16.5,0.524,87.8,3,1108.0,48,25,7.1,66.8,92.4,0,8.4,0.73,1
Ecuador,ECU,CONMEBOL,12,1623.1,4,5,1,0.539,1.0,1.1,4,9.2,0.335,79.4,2,405.0,43,8,4.6,51.6,75.6,0,5.5,0.73,0
Denmark,DEN,UEFA,33,1706.0,6,4,0,0.474,1.2,0.93,4,10.5,0.386,74.6,2,491.0,42,6,4.3,52.9,83.3,0,5.2,0.46,0
Portugal,POR,UEFA,14,1813.8,8,2,0,0.704,1.48,0.96,2,12.7,0.384,85.6,4,813.0,50,20,7.1,50.2,86.4,0,5.9,0.62,0
Sweden,SWE,UEFA,15,1681.1,3,4,3,0.58,1.67,1.07,2,11.4,0.381,80.1,1,453.0,36,15,4.2,54.2,75.9,0,6.7,0.49,0
Brazil,BRA,CONMEBOL,2,1835.3,9,2,0,0.795,2.6,0.88,5,17.5,0.486,86.4,4,700.0,60,20,8.8,57.3,88.4,0,6.3,0.76,0
Cameroon,CMR,CAF,29,1497.1,1,5,4,0.354,0.6,1.78,2,7.6,0.347,76.1,2,258.0,28,7,3.6,43.3,78.2,0,7.5,0.51,0
Tunisia,TUN,CAF,31,1436.0,4,5,1,0.319,1.19,1.23,0,7.8,0.228,72.5,0,331.0,22,2,3.8,40.1,72.4,0,7.4,0.33,1
Argentina,ARG,CONMEBOL,2,1787.5,9,0,1,0.829,2.45,0.8,3,17.0,0.546,87.3,3,1180.0,58,18,7.9,65.0,90.2,0,8.0,0.55,1
Mexico,MEX,CONCACAF,18,1666.6,6,2,2,0.577,1.49,1.13,4,11.6,0.357,77.1,2,408.0,41,7,4.8,45.4,77.3,1,0.9,0.86,1
Spain,ESP,UEFA,7,1960.0,6,0,4,0.777,2.1,0.99,6,17.8,0.487,84.8,4,994.0,64,22,9.2,65.0,85.2,0,7.5,0.47,1
Ivory Coast,CIV,CAF,41,1593.1,3,5,2,0.38,0.69,1.37,2,9.1,0.357,72.4,1,287.0,29,4,4.7,46.8,74.6,0,9.2,0.34,0
Japan,JPN,AFC,17,1701.5,3,5,2,0.404,1.17,1.42,4,9.1,0.403,75.0,2,504.0,30,11,3.7,55.9,81.2,0,10.8,0.31,1
France,FRA,UEFA,6,1981.3,6,0,4,0.664,2.69,0.93,3,19.1,0.472,84.2,3,840.0,59,15,8.6,58.3,89.3,0,5.5,0.59,1
Portugal,POR,UEFA,10,1814.8,7,1,2,0.609,1.8,0.87,3,12.1,0.38,82.3,3,524.0,55,19,7.8,55.1,87.3,0,7.7,0.59,0
Turkey,TUR,UEFA,31,1402.7,1,4,5,0.358,0.74,1.22,0,10.6,0.32,75.3,2,244.0,32,3,4.1,42.1,74.3,0,8.8,0.67,0
USA,USA,CONCACAF,31,1714.7,4,4,2,0.579,1.62,1.48,1,12.1,0.338,77.8,2,337.0,34,5,4.7,54.6,81.3,1,1.7,0.87,0
Qatar,QAT,AFC,42,1494.8,2,7,1,0.221,0.78,1.62,0,7.4,0.296,70.0,1,257.0,20,9,5.4,41.6,79.8,0,8.1,0.54,0
Austria,AUT,UEFA,13,1551.8,4,3,3,0.575,1.06,1.28,3,11.6,0.386,78.3,2,536.0,29,11,4.2,49.0,81.1,0,8.1,0.67,0
Honduras,HON,CONCACAF,43,1481.9,3,6,1,0.387,1.03,2.19,0,6.8,0.354,74.7,2,294.0,20,6,3.7,49.8,73.6,0,0.6,0.91,1
Australia,AUS,AFC,17,1517.1,3,3,4,0.582,1.16,1.44,2,11.1,0.336,80.4,1,367.0,32,13,5.3,51.1,82.9,0,10.5,0.58,1
Ivory Coast,CIV,CAF,40,1417.8,2,6,2,0.237,1.23,2.2,2,10.3,0.238,74.0,1,282.0,18,1,3.5,44.9,75.2,0,9.0,0.42,0
Chile,CHI,CONMEBOL,30,1524.5,2,5,3,0.225,1.01,2.08,2,10.8,0.341,70.0,1,281.0,28,4,4.1,46.1,79.0,0,6.0,0.67,0
Serbia,SRB,UEFA,23,1510.9,5,5,0,0.451,1.6,1.43,3,13.1,0.317,76.2,3,516.0,33,7,5.9,51.0,82.5,0,7.0,0.64,1
Ghana,GHA,CAF,39,1521.7,3,6,1,0.443,0.62,1.47,1,6.2,0.245,76.1,2,341.0,27,1,3.0,49.4,77.0,0,7.3,0.38,1
Japan,JPN,AFC,20,1564.4,3,5,2,0.568,1.07,1.39,4,13.4,0.42,78.7,1,522.0,38,10,4.9,50.5,78.4,0,12.2,0.57,1
Jamaica,JAM,CONCACAF,34,1478.9,4,5,1,0.212,0.5,1.8,2,10.2,0.346,75.7,1,249.0,20,9,2.6,44.2,70.2,0,0.5,0.83,0
Morocco,MAR,CAF,25,1677.3,5,3,2,0.492,1.64,1.03,3,11.4,0.343,74.3,2,326.0,35,7,4.1,54.3,84.4,0,9.5,0.35,1
Peru,PER,CONMEBOL,42,1501.9,2,4,4,0.275,0.53,1.24,2,6.3,0.294,70.4,0,278.0,23,7,4.2,40.7,78.1,0,4.7,0.72,0
Cameroon,CMR,CAF,40,1541.2,4,6,0,0.448,0.57,1.33,1,9.8,0.302,70.5,0,356.0,20,5,6.8,48.5,73.0,0,10.2,0.35,0
Switzerland,SUI,UEFA,23,1634.7,6,2,2,0.462,1.22,1.26,1,13.3,0.336,75.1,3,413.0,43,9,5.8,53.2,76.0,0,8.4,0.54,0
Netherlands,NED,UEFA,10,1756.3,6,2,2,0.628,1.55,0.73,5,16.5,0.477,85.3,3,779.0,35,16,8.5,55.7,85.3,0,6.3,0.47,1
Portugal,POR,UEFA,10,1751.4,5,3,2,0.593,2.09,1.02,5,12.9,0.438,79.4,2,534.0,43,18,6.5,53.9,84.2,0,8.9,0.46,0
Poland,POL,UEFA,16,1585.7,6,2,2,0.442,1.64,1.45,3,10.8,0.335,78.3,3,369.0,41,8,5.6,47.3,80.6,0,8.0,0.52,0
Tunisia,TUN,CAF,36,1586.4,3,4,3,0.266,0.96,2.09,0,10.7,0.25,70.5,0,285.0,32,5,3.4,43.6,78.9,0,9.0,0.43,0
South Korea,KOR,AFC,21,1660.7,4,3,3,0.518,1.1,0.8,4,9.3,0.35,75.5,0,315.0,41,6,4.7,53.2,82.1,0,11.4,0.63,1
Poland,POL,UEFA,28,1596.7,4,3,3,0.445,1.59,1.02,4,12.6,0.308,80.7,2,493.0,45,7,2.8,45.4,76.3,0,5.5,0.46,1
Netherlands,NED,UEFA,7,1769.2,8,2,0,0.604,2.0,0.68,2,16.9,0.355,81.0,4,596.0,52,18,6.5,51.1,82.7,0,8.4,0.5,0
France,FRA,UEFA,7,1860.1,6,1,3,0.772,2.16,0.53,5,14.9,0.474,85.8,5,1089.0,49,15,7.2,63.5,93.3,0,5.7,0.6,1
Belgium,BEL,UEFA,5,1766.4,5,1,4,0.635,1.44,0.71,2,14.0,0.442,80.6,4,554.0,51,5,8.2,61.4,90.0,0,7.0,0.68,0
Netherlands,NED,UEFA,17,1784.8,5,2,3,0.713,1.8,1.15,4,13.8,0.437,83.4,2,454.0,55,14,6.5,59.4,88.2,0,5.5,0.5,1
Italy,ITA,UEFA,14,1723.9,8,3,0,0.651,1.93,0.64,4,13.9,0.451,83.2,2,578.0,37,7,8.0,58.5,88.9,0,7.8,0.51,1
South Korea,KOR,AFC,15,1523.5,3,5,2,0.501,1.02,1.45,1,9.5,0.416,75.4,3,359.0,45,4,5.5,55.6,83.9,0,11.9,0.47,1
England,ENG,UEFA,4,1809.1,8,1,1,0.838,1.85,0.7,3,19.1,0.416,86.1,3,978.0,56,11,9.4,62.9,88.4,0,5.4,0.6,1
Portugal,POR,UEFA,17,1766.2,8,2,0,0.674,2.2,1.19,3,16.6,0.39,82.1,4,490.0,38,17,5.3,51.0,86.0,0,7.1,0.66,1
Ecuador,ECU,CONMEBOL,28,1608.8,4,4,2,0.462,1.36,1.21,3,13.0,0.359,76.1,1,392.0,32,7,6.5,47.5,81.5,0,4.8,0.77,1
Canada,CAN,CONCACAF,34,1416.3,4,5,1,0.379,0.98,1.52,0,8.1,0.235,76.5,0,304.0,33,4,5.0,43.7,77.8,1,1.6,0.75,1
France,FRA,UEFA,2,1980.6,7,2,1,0.662,2.73,0.53,5,16.1,0.439,86.8,3,1137.0,40,12,9.1,62.2,88.2,0,7.1,0.6,1
Colombia,COL,CONMEBOL,14,1814.3,6,3,1,0.574,1.71,0.85,2,15.3,0.446,82.1,3,804.0,38,16,7.6,53.0,85.6,0,5.2,0.65,1
